ranking#,symbol,id,price,24h_volume,market_cap
119,dcr,decred,19.86,764746.0,344635122
120,sun,sun-token,0.01724836,69802326.0,331643223
121,nft,apenft,3.30991e-07,5870915.0,327572315
122,bsv,bitcoin-cash-sv,16.12,24315531.0,322598256
123,om,mantra-dao,0.066875,6291.76,323960802
124,crv,curve-dao-token,0.212308,29271207.0,317365380
125,gno,gnosis,119.55,2091015.0,315449530
126,vvv,venice-token,6.91,9900479.0,312942689
127,btt,bittorrent,3.13793e-07,5211562.0,309670475
128,edge,edgex,0.872007,137973181.0,306678943
129,usdai,usdai,1.0,292369.0,306513566
130,aero,aerodrome-finance,0.314263,4188715.0,291962649
131,mon,monad,0.02647437,62388090.0,286778759
132,inj,injective-protocol,2.8,25672799.0,279606151
133,kaia,kaia,0.04727892,4830496.0,276895731
134,xpl,plasma,0.116904,81803451.0,276544453
135,kite,kite-2,0.153517,108291827.0,276518977
136,2z,doublezero,0.078863,10499698.0,274087571
137,frax,frax,0.99332,407255.0,274091857
138,zbcn,zebec-network,0.0027476,10552443.0,268957673
139,fo,official-fo,0.269202,118092.0,268526214
140,cfx,conflux-token,0.051688,9183251.0,268249616
141,kag,kinesis-silver,70.86,83699.0,267646746
142,ldo,lido-dao,0.313236,12950106.0,266003803
143,crvusd,crvusd,0.997747,2131092.0,264404665
144,iota,iota,0.059911,7416563.0,262015476
145,floki,floki,2.7e-05,15799140.0,260657350
146,tia,celestia,0.287068,15126119.0,258558803
147,jasmy,jasmycoin,0.00520852,6591884.0,257607152
148,grt,the-graph,0.02379657,9853117.0,256387755
149,ohm,olympus,15.85,68595.0,247954168
150,apepe,ape-and-pepe,1.18e-06,37681099.0,246960619
151,lit,lighter,0.980131,20636859.0,245066373
152,spx,spx6900,0.26289,1886640.0,244807855
153,syrup,syrup,0.206676,2527131.0,239644497
154,river,river,12.23,17700918.0,238121483
155,btse,btse-token,1.45,5489222.0,234856369
156,op,optimism,0.109145,38097902.0,233580480
157,pyth,pyth-network,0.04049667,9372542.0,232955003
158,usda,usda-2,0.985479,0.0,217493188
159,ausd,agora-dollar,0.999869,36357652.0,216440215
160,ens,ethereum-name-service,5.61,15975820.0,215471898
161,vsn,vision-3,0.058248,4218468.0,213291683
162,bcap,blockchain-capital,23.01,0.0,209669674
163,tel,telcoin,0.00216805,828074.0,206144883
164,9bit,the9bit,0.02501437,4858061.0,205200590
165,sand,the-sandbox,0.07618,15021817.0,203213431
166,uds,undeads-games,1.63,281421.0,202550376
167,lunc,terra-luna,3.646e-05,6399127.0,199213039
168,neo,neo,2.75,7939926.0,194074075
169,pc0000031,tradable-na-rent-financing-platform-sstn,1.0,0.0,189500000
170,strk,starknet,0.03324197,8944609.0,189139408
171,axs,axie-infinity,1.11,12392122.0,188771927
172,real,reallink,0.05917,4615551.0,188285816
173,reusd,re-protocol-reusd,1.069,1410857.0,187016262
174,hnt,helium,0.994248,3419260.0,183363101
175,borg,swissborg,0.183292,182294.0,179980959
176,wif,dogwifcoin,0.179766,34232348.0,179355801
177,wfi,wefi,2.18,1448403.0,179130280
178,xcn,chain-2,0.00471852,4149665.0,178089584
179,ip,story-2,0.499729,19162439.0,176165996
180,nusd,nusd-2,0.999809,1076943.0,173558496
181,b,build-on,0.172808,3297143.0,172803377
182,ustbl,spiko-us-t-bills-money-market-fund,1.079,49.95,172669910
183,pendle,pendle,1.031,17310360.0,171858104
184,twt,trust-wallet-token,0.398949,10335593.0,166142273
185,mana,decentraland,0.085672,9384246.0,165796422
186,ff,falcon-finance-ff,0.070552,9913899.0,165098084
187,fartcoin,fartcoin,0.164472,22479522.0,164438921
188,ray,raydium,0.610286,15190480.0,164020977
189,mx,mx-token,1.79,7445648.0,163953475
190,koge,bnb48-club-token,47.99,100625224.0,162202506
191,wal,walrus-2,0.070606,4275260.0,162115147
192,comp,compound-governance-token,16.73,6812509.0,161706516
193,grass,grass,0.282237,4506410.0,159356780
194,satusd,satoshi-stablecoin,0.993486,218960.0,158208156
195,fdit,fidelity-digital-interest-token,1.0,0.0,157641721
196,s,sonic-3,0.04134998,10493759.0,156496252
197,theta,theta-token,0.156096,57162319.0,156039253
198,zk,zksync,0.01614084,55445512.0,155113895
199,h,humanity,0.083969,11487829.0,153245301
200,cvx,convex-finance,1.69,3924155.0,151712151
201,sfp,safepal,0.302079,4710357.0,151045704
202,eurs,stasis-eurs,1.21,4938.32,150690766
203,ab,newton-project,0.00152261,3624717.0,150420346
204,gusd,gusd,0.999775,1279821.0,149548168
205,zano,zano,9.58,1560172.0,145994994
206,bat,basic-attention-token,0.095214,6765690.0,142391089
207,ft,flying-tulip,0.091904,124074.0,139703976
208,crclon,circle-internet-group-ondo-tokenized-stock,90.62,130578.0,139533279
209,xec,ecash,6.93e-06,5684675.0,138619316
210,gala,gala,0.00287422,11421185.0,136745309
211,rune,thorchain,0.378331,22722481.0,132802586
212,thbill,theo-short-duration-us-treasury-fund,1.017,302463.0,131955178
213,onyc,onyc,1.09,1824622.0,131910594
214,acred,apollo-diversified-credit-securitize-fund,1094.56,0.0,131282015
215,trac,origintrail,0.289687,3800971.0,129573814
216,gekko,gekko,6.46537e-07,76602.0,129554589
217,a,vaulta,0.078678,10394998.0,128456178
218,soso,sosovalue,0.409238,3334159.0,127682820
219,qubic,qubic-network,9.31537e-07,2313175.0,127055073
220,qrl,quantum-resistant-ledger,1.61,42578.0,126581124
221,glm,golem,0.125937,3904484.0,125927847
222,avusd,avant-usd,0.999166,10499.47,125900326
223,sn64,chutes,26.55,1262581.0,125711678
224,ozo,ozone-chain,0.131028,189617.0,125003130
225,ath,aethir,0.0067082,12884499.0,123374676
226,1inch,1inch,0.087958,16837088.0,123518958
227,jto,jito-governance-token,0.271073,53455241.0,123522453
228,akt,akash-network,0.46437,3766263.0,121820885
229,bananas31,banana-for-scale-2,0.01220601,13048267.0,122095051
230,gomining,gmt-token,0.296859,13109126.0,120272593
231,usdf,astherus-usdf,0.999727,98021.0,119889549
232,ultima,ultima,3174.48,8853810.0,119908967
233,frxusd,frax-usd,0.999833,590551.0,119853385
234,cash,cash-4,0.999181,8371657.0,119180981
235,shfl,shuffle-2,0.296958,928114.0,118504424
236,pusd,pleasing-usd,0.989871,80.23,118775973
237,sent,sentient,0.01611838,15802163.0,116642042
238,pieverse,pieverse,0.537829,3378398.0,115653965
239,fluid,instadapp,1.47,1837093.0,114884979
240,pc0000023,tradable-singapore-fintech-ssl-2,1.0,0.0,114500000
241,iusd,infinifi-usd,0.999479,70318.0,114447259
242,gas,gas,1.76,20005136.0,114265717
243,wemix,wemix-token,0.246462,900931.0,113995930
244,eurcv,societe-generale-forge-eurcv,1.15,1675257.0,114010688
245,cow,cow-protocol,0.201777,3991258.0,112770294
246,imx,immutable-x,0.133068,7842588.0,112114555
247,egld,elrond-erd-2,3.74,3028732.0,110820503
248,rlb,rollbit-coin,0.064541,165918.0,110250232
249,ar,arweave,1.66,6742471.0,108772111
250,tkx,tokenize-xchange,1.35,27.5,108038913
251,skr,seeker,0.01759492,2647107.0,107179194
252,0g,zero-gravity,0.49842,9971006.0,106289296
253,jusd,jusd,0.999799,131401.0,106193201
254,cusd,cap-usd,0.999864,5.43,106051294
255,aria,aria-ai,0.584136,35685936.0,105898942
256,eigen,eigenlayer,0.152526,11217402.0,105503417
257,bmx,bitmart-token,0.309929,9499486.0,105173079
258,stac,securitize-tokenized-aaa-clo-fund,1009.86,0.0,104631773
259,melania,melania-meme,0.109154,8135510.0,103971775
260,mnee,mnee-usd-stablecoin,1.001,146716.0,101823026
261,pusd,palm-usd,0.999298,112080.0,101254598
262,qtum,qtum,0.946916,8168838.0,100391043
263,lpt,livepeer,2.02,4285969.0,100492005
264,usdr,ring-usd,0.999289,2579.89,100334270
265,uusd,unity-usd,0.999814,244280.0,99954127
266,kaito,kaito,0.413704,8041429.0,99859492
267,dusd,standx-dusd,0.999401,484249.0,99525370
268,pmusd,precious-metals-usd,0.991333,178038.0,99327720
269,usdu,usdu,0.999859,48892.0,98879895
270,nxm,nxm,53.35,0.0,97970702
271,bera,berachain-bera,0.398954,81346231.0,97391526
272,grx,grx-chain,10.12,19098988.0,96249868
273,snx,havven,0.278175,5161046.0,95841810
274,bard,lombard-protocol,0.316726,42155017.0,95818928
275,gwei,ethgas-2,0.05445,8875696.0,95259105
276,awe,stp-network,0.04908849,3401992.0,95331090
277,tibbir,ribbita-by-virtuals,0.095109,1157994.0,95100294
278,rvn,ravencoin,0.00573713,5364624.0,92765111
279,zen,zencash,5.13,10373050.0,92209706
280,xdai,xdai,0.999966,131060.0,91823516
281,apxusd,apxusd,0.99986,4593841.0,91265807
282,beam,beam-2,0.00177428,3819330.0,91043942
283,cfg,centrifuge-2,0.156329,9670706.0,90159821
284,rsr,reserve-rights-token,0.00142846,7968106.0,89362512
285,brz,brz,0.192352,36224.0,89233938
286,sn3,templar,21.0,977863.0,89009161
287,usda,usda-3,0.997407,870940.0,87945381
288,drv,derive,0.088216,264019.0,88200465
289,kta,keeta,0.170317,1962399.0,88080223
290,yfi,yearn-finance,2462.35,3520839.0,87995330
291,pgold,pleasing-gold,4474.82,0.0,87281298
292,vcnt,vicicoin,17.95,751485.0,87095803
293,ini,ini,0.107933,599915.0,86577463
294,zrx,0x,0.102013,7031727.0,86551510
295,ont,ontology,0.092948,40045615.0,86792406
296,dydx,dydx-chain,0.103222,4412614.0,86084027
297,icnt,impossible-cloud-network-token,0.339441,9241339.0,85880541
298,ape,apecoin,0.085186,12306191.0,85180796
299,sn4,targon,19.02,887438.0,84473514
300,lb,lovebit,1.98859e-07,6300.87,83520800
301,linea,linea,0.00330393,38267499.0,82543589
302,tfuel,theta-fuel,0.01121036,6448589.0,81670073
303,cheems,cheems-token,3.9708e-07,1186479.0,80904879
304,jupusd,jupusd,0.999606,2048293.0,80596687
305,mag7.ssi,mag7-ssi,0.474444,287435.0,80251379
306,mwc,mimblewimblecoin,6.41,133811.0,77233444
307,wkc,wiki-cat,1.44245e-07,450672.0,77710544
308,gtusda,gauntlet-usd-alpha,1.061,4.12,77652783
309,form,four,0.201725,2607513.0,77032206
310,skyai,skyai,0.076962,30122205.0,76837014
311,safe,safe,0.105452,1541365.0,76698624
312,lisusd,helio-protocol-hay,1.002,9261.67,76492888
313,amp,amp-token,0.00090506,7698208.0,76260193
314,dgb,digibyte,0.00419431,1951452.0,76265224
315,lion,loaded-lions,0.00246883,664016.0,75651388
316,zeta,zetachain,0.055576,43595266.0,75344113
317,w,wormhole,0.01325963,13136178.0,75076695
318,lux,luxxcoin,0.00075004,345737.0,74981274
319,cgusd,cygnus-finance-global-usd,0.995198,1.48,74922871
320,ctc,creditcoin-2,0.140832,1903957.0,74721914
321,feusd,felix-feusd,0.998117,65883.0,74862849
322,zil,zilliqa,0.00381797,5570706.0,74276455
323,xaum,matrixdock-gold,4637.22,76126.0,74389378
324,rose,oasis-network,0.00980911,3613964.0,74075401
325,temple,temple,3.12,5902.46,74033276
326,kmno,kamino,0.01718744,2901479.0,73972913
327,ksm,kusama,4.09,3947061.0,73637004
328,cet,coinex-token,0.0290848,33406.0,73479434
329,nxpc,nexpace,0.280271,4292728.0,73224038
330,tag,tagger,0.00066438,4602932.0,72327998
331,toshi,toshi,0.00017202,7485888.0,72367104
332,sahara,sahara-ai,0.02279308,46204731.0,71551942
333,mina,mina-protocol,0.055955,3542217.0,71664763
334,t,threshold-network-token,0.00641348,13186235.0,71529725
335,gmrt,gamer-tag,0.201081,413.6,71474504
336,bce,bitcastle-token,0.176465,92688.0,70586146
337,vbill,vaneck-treasury-fund,1.0,0.0,70530206
338,would,would,0.070004,10454.62,69972732
339,hot,holotoken,0.00039295,3715248.0,69840837
340,ckb,nervos-network,0.00143467,2986525.0,69627639
341,xvg,verge,0.00419735,2235602.0,69374054
342,ftn,fasttoken,0.159833,64819.0,69345834
343,aioz,aioz-network,0.055522,1879150.0,69103254
344,dog,dog-go-to-the-moon-rune,0.00069045,617692.0,69031740
345,nila,mindwavedao,0.081422,107036.0,68620007
346,deep,deep,0.02746886,5989183.0,68605433
347,babydoge,baby-doge-coin,3.78508e-10,2347450.0,68380690
348,home,home,0.01980417,5372340.0,68143310
349,usdgo,usdgo,0.999875,809011.0,67991719
350,mf-one,midas-mf-one,1.073,0.0,67847243
351,turbo,turbo,0.00097703,9715802.0,67415190
352,esports,yooldo-games,0.442246,10055033.0,67104777
353,mbg,mbg-by-multibank-group,0.361513,9902114.0,66948916
354,bc,bc-token,0.0066845,6795.91,66773926
355,dbr,debridge,0.01410552,2846493.0,66600096
356,puff,puff-the-dragon,0.074937,31555.0,66610472
357,ron,ronin,0.08602,2705456.0,66441358
358,fogo,fogo,0.01745055,7714395.0,66352701
359,dola,dola-usd,0.992031,63112.0,66198691
360,velo,velo,0.00374607,1658764.0,65874224
361,tbk,tronbank,0.65295,196486.0,65294869
362,venom,venom,0.03033833,151974.0,65171666
363,polyx,polymesh,0.051441,61660339.0,65020880
364,met,meteora,0.125789,5637631.0,64719954
365,elf,aelf,0.078812,657058.0,64569945
366,exod,exod,6.1,0.0,63720600
367,tdccp,tdccp,0.098912,85586.0,63302030
368,usdon,ondo-u-s-dollar-token,1.0,58.29,63124476
369,sn120,affine,22.4,601640.0,62980932
370,xpr,proton,0.00219497,1198082.0,62892884
371,zora,zora,0.01408498,7795892.0,62960724
372,astr,astar,0.00730621,2010273.0,62670842
373,gmx,gmx,6.02,3156091.0,62488331
374,move,movement,0.01767502,8906886.0,62023631
375,usdm,megausd,0.999793,711220.0,61939799
376,pythia,pythia,0.061832,959347.0,61712762
377,metal,metal-blockchain,0.12179,507744.0,61805473
378,burn,burnedfi,4.95,349145.0,61198189
379,super,superfarm,0.09654,5291141.0,61516246
380,agentfun,agentfun-ai,0.610312,105.62,61026766
381,brett,based-brett,0.00613211,3835951.0,60827110
382,apes,apes-2-2,0.067524,199113.0,60757926
383,swop,swop-2,0.00606295,1.77,60629524
384,wmtx,world-mobile-token,0.070797,27499552.0,60305747
385,rave,ravedao,0.251051,3648249.0,60058791
386,usdx,usdx,0.536651,1818.83,59875151
387,geod,geodnet,0.140052,934154.0,59628966
388,sign,sign-global,0.03619222,36414096.0,59355235
389,xno,nano,0.442783,757075.0,58989413
390,usdo,openeden-open-dollar,0.997643,0.100004,58774280
391,euri,eurite,1.15,1766852.0,58666534
392,ban,comedian,0.058186,4844116.0,58103012
393,basedhype,basedhype,0.0058026,107.89,58075194
394,币安人生,bianrensheng,0.057694,12212933.0,57764749
395,hsk,hashkey-ecopoints,0.16658,582984.0,57463493
396,rekt,rekt-4,1.36501e-07,444616.0,57429592
397,npc,non-playable-coin,0.00710842,2550932.0,57238659
398,arkm,arkham,0.09467,7867494.0,57231997
399,vvs,vvs-finance,1.31e-06,44058.0,57120726
400,alch,alchemist-ai,0.067047,5022039.0,57052349
401,kub,bitkub-coin,0.827731,177271.0,56974591
402,ev,everything,0.00057007,259.32,57006724
403,bdca,bitdca,0.695125,192513.0,56997906
404,vrsc,verus-coin,0.708006,282.82,56741907
405,rail,railgun,0.981659,538499.0,56425070
406,kava,kava,0.051897,3454500.0,56205730
407,deso,deso,5.24,20306.0,55068675
408,get,get-ai,0.101747,7251.4,55655468
409,aztec,aztec,0.01834807,4247656.0,54232488
410,ccd,concordium,0.00449557,526970.0,54007348
411,sn51,celium,13.87,2851799.0,53739413
412,ub,unibase,0.02170611,8178123.0,53589334
413,arc,ai-rig-complex,0.053496,3239565.0,53449574
414,dusk,dusk-network,0.106974,5221071.0,53444997
415,flow,flow,0.03234275,9224709.0,53447435
416,elg,escoin-token,0.289165,204517.0,53257220
417,upump,unit-pump,0.00166504,416265.0,53134168
418,mog,mog-coin,1.36142e-07,8082730.0,53170112
419,vtho,vethor-token,0.00053589,2386091.0,53042320
420,sushi,sushi,0.193612,6760934.0,52857374
421,blur,blur,0.01889519,9870337.0,52336536
422,meta,meta-2-2,2.3,809906.0,52224153
423,coai,chainopera-ai,0.276081,5143317.0,51928470
424,qfi,quantixai,64.44,2698051.0,51804756
425,tria,tria,0.02345847,8755596.0,50617486
426,spk,spark-2,0.02018242,10365108.0,51532699
427,mantra,mantra,0.01059602,4816210.0,51330037
428,nmr,numeraire,7.36,9899289.0,51143809
429,ankr,ankr,0.00511251,31137361.0,51126910
430,ordi,ordinals,2.42,8351612.0,50785896
431,celo,celo,0.084514,4096490.0,50616877
432,zama,zama,0.02281407,2618653.0,50189817
433,me,magic-eden,0.099802,4258207.0,50164557
434,xyo,xyo-network,0.00359439,2951518.0,50063581
435,axl,axelar,0.04368388,6572185.0,50077983
436,moca,mocaverse,0.0122007,1997522.0,49994737
437,usdkg,usdkg,0.999826,65761.0,49991297
438,sxt,space-and-time,0.01656458,4592945.0,49919751
439,orca,orca,0.819785,5379422.0,49846196
440,ausdt,alloy-tether,0.996072,13.03,49803598
441,lbt,law-blocks,0.203092,505914.0,49743460
442,plume,plume,0.00931781,2990590.0,49697757
443,fidd,fidelity-digital-dollar,0.999573,3102295.0,49531830
444,tslax,tesla-xstock,361.14,3956302.0,49432646
445,uai,unifai-network,0.203086,5557393.0,48577160
446,mew,cat-in-a-dogs-world,0.00054785,3604665.0,48710500
447,dai,dai-on-pulsechain,0.00109744,82891.0,48704412
448,req,request-network,0.064509,387713.0,48048080
449,mtbill,midas-mtbill,1.057,22.88,48040291
450,usd+,usd,0.993561,0.0,47775454
451,bsb,block-street,0.228861,17730877.0,47545958
452,fiusd,sygnum-fiusd-liquidity-fund,11831.62,0.0,47298794
453,bbt,babyboomtoken,0.276834,146863.0,47221492
454,msusd,main-street-usd,0.999697,80491.0,47102327
455,popcat,popcat,0.0478927,11164896.0,46927368
456,mask,mask-network,0.467299,17415319.0,46738123
457,usdx,hex-trust-usdx,0.996982,78413.0,46551477
458,anvl,anvil,0.00056587,25683.0,46034572
459,cspr,casper-network,0.00290796,1045724.0,45929585
460,br,bedrock-token,0.182265,11734061.0,45804253
461,sc,siacoin,0.00091657,3277969.0,45600701
462,aeur,anchored-coins-eur,1.14,121159.0,45468241
463,beat,audiera,0.325137,9253438.0,45281142
464,jct,janction,0.00395323,63251344.0,45423224
465,xusd,straitsx-xusd,1.0,18349193.0,45264563
466,gohome,gohome,86.06,985394.0,45150534
467,pci,pay-coin,0.04378866,556398.0,44852625
468,now,changenow,0.535975,2263.78,44785288
469,mhyper,midas-mhyper,1.088,11.87,44786633
470,moodeng,moo-deng,0.04500996,7670486.0,44558624
471,xvs,venus,2.65,2498678.0,44486759
472,tradoor,tradoor,3.09,2972508.0,44407101
473,myx,myx-finance,0.231799,13986623.0,44218724
474,pippin,pippin,0.04375435,49579521.0,43751451
475,purr,purr-2,0.073039,252330.0,43647477
476,mgg,mimbogamegroup,0.00301605,614404.0,43581210
477,aleo,aleo,0.04306526,914472.0,43497738
478,gusd,gemini-dollar,0.999256,299898.0,43404894
479,msy,main-street-yield,1.038,20991.0,43388068
480,sn8,proprietary-trading-network,9.99,84797.0,43330002
481,ardr,ardor,0.04319465,211479.0,43089606
482,plld,palladium-network,0.838953,327921.0,43502040
483,ong,ong,0.096875,48582747.0,43420619
484,brlv,crown-brlv,0.194001,265.74,43106739
485,niza,niza-global-2,0.03730715,584649.0,42795271
486,unp,unipoly,0.153225,317913.0,42785080
487,crclx,circle-xstock,90.45,3584420.0,42611300
488,usr,resolv-usr,0.240602,46834.0,42364537
489,yzy,yzy,0.325548,956896.0,42329373
490,orbs,orbs,0.00860238,3380017.0,42428236
491,prove,succinct,0.216805,5157940.0,42275763
492,fb,fractal-bitcoin,0.426831,2066974.0,42276698
493,sto,stakestone,0.18728,552501386.0,42200973
494,apyusd,apyusd,1.35,146698.0,42208014
495,xch,chia,2.31,2104715.0,42187997
496,uxpl,unit-plasma,0.117114,185094.0,42160874
497,iotx,iotex,0.00443066,1332453.0,41845712
498,jellyjelly,jelly-my-jelly,0.04176596,3248804.0,41766088
499,zig,zignaly,0.0293638,343887.0,41371796
500,oft,onfa,0.382695,107646.0,41058416
501,trb,tellor,14.81,9373992.0,41033428
502,waves,waves,0.409117,3503935.0,40910238
503,bora,bora,0.03545641,189219.0,40866193
504,gal,project-galaxy,0.319966,5338.29,40875427
505,idol,meet48,0.02293138,3035521.0,40869935
506,robo,robo-token-2,0.01832641,8500692.0,40886230
507,sn62,ridges-ai,9.21,1331504.0,40720217
508,irys,irys,0.02032633,4111867.0,40664553
509,usdp,paxos-standard,1.0,10279661.0,40582031
510,esp,espresso,0.07767,2266125.0,40495055
511,pnut,peanut-the-squirrel,0.03996842,6822305.0,39953903
512,icx,icon,0.03642662,1516272.0,39922921
513,busd,binance-usd,0.997664,668.27,39932830
514,sn44,score,9.11,1202238.0,39911448
515,btw,bitway,0.01801384,8992829.0,39720105
516,atone,atomone,0.310997,45109.0,39704838
517,avnt,avantis,0.122726,5377278.0,39285809
518,bim,bim-2,1.3,200624.0,39016092
519,baby,babylon,0.01256662,12944186.0,38902102
520,enj,enjincoin,0.02004862,11814979.0,39016814
521,luna,terra-luna-2,0.054688,5594921.0,38824585
522,soon,soon-2,0.114049,2513883.0,38753662
523,frax,frax-share,0.404922,11503636.0,38630269
524,skl,skale,0.00631697,3409057.0,38471620
525,api3,api3,0.269658,5909412.0,38505651
526,snt,status,0.00972338,1131612.0,38476808
527,bp,backpack,0.153432,3090729.0,38357977
528,ucn,uchain-2,382.0,2954102.0,38107463
529,zchf,frankencoin,1.25,55514.0,38074097
