ranking#,symbol,id,price,24h_volume,market_cap
119,adi,adi-token,4.29,646138.0,342833164
120,nft,apenft,3.25592e-07,7354071.0,322424160
121,gno,gnosis,121.84,3364271.0,321662857
122,crv,curve-dao-token,0.210612,51121105.0,314696201
123,btt,bittorrent,3.14047e-07,7988644.0,309841422
124,usdai,usdai,1.0,551895.0,307249903
125,vvv,venice-token,6.63,50088517.0,300123321
126,river,river,15.08,20823297.0,293701562
127,aero,aerodrome-finance,0.315858,9490639.0,293067318
128,bsv,bitcoin-cash-sv,13.94,12744576.0,279157467
129,inj,injective-protocol,2.78,43738649.0,278266230
130,ldo,lido-dao,0.323858,30133692.0,275213199
131,kag,kinesis-silver,72.92,1655197.0,275031148
132,cfx,conflux-token,0.052665,16944149.0,273219075
133,kaia,kaia,0.04690442,10098579.0,274329264
134,frax,frax,0.990678,2668353.0,273307861
135,fo,official-fo,0.268202,460574.0,267570260
136,kite,kite-2,0.147139,71550663.0,265327309
137,2z,doublezero,0.076001,10201359.0,264084495
138,crvusd,crvusd,0.998633,14632394.0,264035881
139,jasmy,jasmycoin,0.00530492,10773684.0,262301772
140,floki,floki,2.699e-05,21913144.0,260871390
141,tia,celestia,0.287491,21735754.0,258860748
142,grt,the-graph,0.02377979,18439155.0,256134508
143,iota,iota,0.058129,23834024.0,253891163
144,apepe,ape-and-pepe,1.2e-06,42996955.0,251406278
145,xpl,plasma,0.106278,109598810.0,251619528
146,mon,monad,0.02311249,168958515.0,250320620
147,spx,spx6900,0.264248,5079942.0,246195347
148,ohm,olympus,15.7,49509.0,245487274
149,syrup,syrup,0.207305,10341770.0,240191630
150,edge,edgex,0.684464,47729839.0,239596776
151,zbcn,zebec-network,0.00239073,6312959.0,234261377
152,op,optimism,0.107085,53456860.0,228691986
153,btse,btse-token,1.41,2708240.0,228251115
154,pyth,pyth-network,0.03819661,10855332.0,219482165
155,usda,usda-2,0.985203,49.45,217432209
156,ausd,agora-dollar,0.999861,20778183.0,216389761
157,ens,ethereum-name-service,5.56,18642871.0,213445220
158,vsn,vision-3,0.058379,10086969.0,213364987
159,uds,undeads-games,1.71,228353.0,212831784
160,lit,lighter,0.84554,26389350.0,211274635
161,9bit,the9bit,0.0257438,4497069.0,211165648
162,tel,telcoin,0.00221838,1683936.0,211199090
163,bcap,blockchain-capital,23.01,0.0,209669674
164,b,build-on,0.202557,3886031.0,202552879
165,sand,the-sandbox,0.074637,21413138.0,198998048
166,lunc,terra-luna,3.631e-05,7112434.0,198532540
167,strk,starknet,0.03410849,14372853.0,194163550
168,hnt,helium,1.051,3618190.0,193902165
169,neo,neo,2.7,14069955.0,190333176
170,pc0000031,tradable-na-rent-financing-platform-sstn,1.0,0.0,189500000
171,axs,axie-infinity,1.11,27369350.0,187486380
172,reusd,re-protocol-reusd,1.069,1140451.0,187015861
173,wfi,wefi,2.27,3707890.0,186891506
174,pendle,pendle,1.1,21082729.0,183380120
175,real,reallink,0.057222,4528742.0,181771421
176,borg,swissborg,0.181909,335402.0,178458454
177,xcn,chain-2,0.00472422,7067333.0,178181991
178,siren,siren-2,0.243727,77610174.0,177487877
179,nusd,nusd-2,0.999236,849627.0,177021671
180,wif,dogwifcoin,0.17565,54830728.0,175737577
181,ustbl,spiko-us-t-bills-money-market-fund,1.079,49.95,174185847
182,ip,story-2,0.49227,41445775.0,173513739
183,ray,raydium,0.639625,121041664.0,171867249
184,mana,decentraland,0.086103,18480417.0,166648293
185,s,sonic-3,0.04365949,34917266.0,165307498
186,fartcoin,fartcoin,0.164671,76117068.0,164638095
187,ff,falcon-finance-ff,0.070272,8504031.0,164403144
188,mx,mx-token,1.79,9835910.0,164102888
189,zk,zksync,0.01706492,9912461.0,163951009
190,twt,trust-wallet-token,0.391929,36337696.0,163205944
191,koge,bnb48-club-token,47.99,29712578.0,162204457
192,fdit,fidelity-digital-interest-token,1.0,0.0,161927017
193,comp,compound-governance-token,16.68,32319096.0,161263171
194,ab,newton-project,0.00161984,4767353.0,159555766
195,wal,walrus-2,0.069184,7535527.0,159099151
196,satusd,satoshi-stablecoin,0.996996,31082.0,158768753
197,grass,grass,0.279519,8664043.0,157828718
198,eurs,stasis-eurs,1.24,19053.25,153530331
199,cvx,convex-finance,1.71,8372669.0,153130059
200,zano,zano,9.85,1888673.0,149882269
201,gusd,gusd,0.999818,1810667.0,149627993
202,h,humanity,0.081522,7531361.0,148764442
203,ft,flying-tulip,0.095929,136253.0,148351419
204,theta,theta-token,0.147492,11147081.0,147327612
205,onyc,onyc,1.089,10376059.0,146356020
206,bat,basic-attention-token,0.097086,17312213.0,145249701
207,rune,thorchain,0.403171,28331904.0,141493718
208,sfp,safepal,0.279919,1749278.0,139959520
209,sto,stakestone,0.605724,578191830.0,136527799
210,gala,gala,0.00286047,16133017.0,135965003
211,qrl,quantum-resistant-ledger,1.7,373775.0,132936806
212,crclon,circle-internet-group-ondo-tokenized-stock,88.57,7357160.0,134556663
213,bananas31,banana-for-scale-2,0.01338816,22254485.0,133638955
214,xec,ecash,6.67e-06,4352574.0,133597088
215,thbill,theo-short-duration-us-treasury-fund,1.018,314266.0,131951263
216,acred,apollo-diversified-credit-securitize-fund,1093.47,0.0,131150777
217,ultima,ultima,3461.56,6009462.0,130463357
218,qubic,qubic-network,9.55126e-07,3829866.0,130218124
219,soso,sosovalue,0.411371,3426075.0,128358259
220,ath,aethir,0.00690879,15857954.0,126703273
221,avusd,avant-usd,0.999207,162522.0,126602934
222,a,vaulta,0.07738,14249558.0,126545089
223,glm,golem,0.126079,5061436.0,126120962
224,sent,sentient,0.01728521,13692493.0,125268894
225,1inch,1inch,0.089268,10010785.0,125333788
226,sn64,chutes,26.66,1480845.0,125661635
227,akt,akash-network,0.473533,6548753.0,124031363
228,gekko,gekko,6.19032e-07,78182.0,123942899
229,gomining,gmt-token,0.304226,12292424.0,123244535
230,ozo,ozone-chain,0.128932,219424.0,123223000
231,cash,cash-4,0.998596,18237910.0,122788933
232,frxusd,frax-usd,0.99952,2906082.0,122482689
233,usdf,astherus-usdf,0.998474,74401.0,121138584
234,trac,origintrail,0.270521,6078660.0,120992240
235,jto,jito-governance-token,0.263697,11390829.0,119648011
236,pusd,pleasing-usd,0.9929,259.05,119147973
237,fluid,instadapp,1.52,3646677.0,118296755
238,wemix,wemix-token,0.253956,1044519.0,117385782
239,iusd,infinifi-usd,0.998841,216059.0,117137327
240,pc0000023,tradable-singapore-fintech-ssl-2,1.0,0.0,114500000
241,shfl,shuffle-2,0.288351,799674.0,114417855
242,cow,cow-protocol,0.204213,5538453.0,114184146
243,imx,immutable-x,0.134828,12062252.0,113642485
244,eurcv,societe-generale-forge-eurcv,1.15,11705090.0,113488059
245,ar,arweave,1.68,17321363.0,110422082
246,egld,elrond-erd-2,3.71,6805427.0,110127272
247,eigen,eigenlayer,0.159023,16866060.0,109904839
249,tkx,tokenize-xchange,1.37,3159.08,109344213
250,pieverse,pieverse,0.507007,5056571.0,109005707
251,rlb,rollbit-coin,0.063296,191197.0,108543344
